p,q,tau,R0,critical_delay,status
0.055,0.36,5.5,1.4375,0.0,always_outbreak
0.055,0.36,5.5,1.5,0.0,always_outbreak
0.055,0.36,5.5,1.75,0.0,always_outbreak
0.055,0.36,6.0,1.125,0.0,always_outbreak
0.055,0.36,6.0,1.25,0.0,always_outbreak
0.055,0.36,6.0,1.3125,0.0,always_outbreak
0.055,0.36,6.0,1.375,0.0,always_outbreak
0.055,0.36,6.0,1.4375,0.0,always_outbreak
0.055,0.36,6.0,1.5,0.0,always_outbreak
0.055,0.36,6.0,1.75,0.0,always_outbreak
0.275,0.47,2.5,1.125,,always_dieout
0.275,0.47,2.5,1.25,,always_dieout
0.275,0.47,2.5,1.3125,0.152027027027027,crossed
0.275,0.47,2.5,1.375,0.0,always_outbreak
0.275,0.47,2.5,1.4375,0.0,always_outbreak
0.275,0.47,2.5,1.5,0.0,always_outbreak
0.275,0.47,2.5,1.75,0.0,always_outbreak
0.275,0.47,3.0,1.125,,always_dieout
0.275,0.47,3.0,1.25,0.151639344262295,crossed
0.275,0.47,3.0,1.3125,0.0,always_outbreak
0.275,0.47,3.0,1.375,0.0,always_outbreak
0.275,0.47,3.0,1.4375,0.0,always_outbreak
0.275,0.47,3.0,1.5,0.0,always_outbreak
0.275,0.47,3.0,1.75,0.0,always_outbreak
0.275,0.47,3.5,1.125,,always_dieout
0.275,0.47,3.5,1.25,0.0,always_outbreak
0.275,0.47,3.5,1.3125,0.0,always_outbreak
0.275,0.47,3.5,1.375,0.0,always_outbreak
0.275,0.47,3.5,1.4375,0.0,always_outbreak
0.275,0.47,3.5,1.5,0.0,always_outbreak
0.275,0.47,3.5,1.75,0.0,always_outbreak
0.275,0.47,4.0,1.125,,always_dieout
0.275,0.47,4.0,1.25,0.0,always_outbreak
0.275,0.47,4.0,1.3125,0.0,always_outbreak
0.275,0.47,4.0,1.375,0.0,always_outbreak
0.275,0.47,4.0,1.4375,0.0,always_outbreak
0.275,0.47,4.0,1.5,0.0,always_outbreak
0.275,0.47,4.0,1.75,0.0,always_outbreak
0.275,0.47,4.5,1.125,0.37,crossed
0.275,0.47,4.5,1.25,0.0,always_outbreak
0.275,0.47,4.5,1.3125,0.0,always_outbreak
0.275,0.47,4.5,1.375,0.0,always_outbreak
0.275,0.47,4.5,1.4375,0.0,always_outbreak
0.275,0.47,4.5,1.5,0.0,always_outbreak
0.275,0.47,4.5,1.75,0.0,always_outbreak
0.275,0.47,5.0,1.125,0.0,always_outbreak
0.275,0.47,5.0,1.25,0.0,always_outbreak
0.275,0.47,5.0,1.3125,0.0,always_outbreak
0.275,0.47,5.0,1.375,0.0,always_outbreak
0.275,0.47,5.0,1.4375,0.0,always_outbreak
0.275,0.47,5.0,1.5,0.0,always_outbreak
0.275,0.47,5.0,1.75,0.0,always_outbreak
0.275,0.47,5.5,1.125,0.0,always_outbreak
0.275,0.47,5.5,1.25,0.0,always_outbreak
0.275,0.47,5.5,1.3125,0.0,always_outbreak
0.275,0.47,5.5,1.375,0.0,always_outbreak
0.275,0.47,5.5,1.4375,0.0,always_outbreak
0.275,0.47,5.5,1.5,0.0,always_outbreak
0.275,0.47,5.5,1.75,0.0,always_outbreak
0.275,0.47,6.0,1.125,0.0,always_outbreak
0.275,0.47,6.0,1.25,0.0,always_outbreak
0.275,0.47,6.0,1.3125,0.0,always_outbreak
0.275,0.47,6.0,1.375,0.0,always_outbreak
0.275,0.47,6.0,1.4375,0.0,always_outbreak
0.275,0.47,6.0,1.5,0.0,always_outbreak
0.275,0.47,6.0,1.75,0.0,always_outbreak
0.5,0.305,2.5,1.125,,always_dieout
0.5,0.305,2.5,1.25,0.20625,crossed
0.5,0.305,2.5,1.3125,0.0,always_outbreak
0.5,0.305,2.5,1.375,0.0,always_outbreak
0.5,0.305,2.5,1.4375,0.0,always_outbreak
0.5,0.305,2.5,1.5,0.0,always_outbreak
0.5,0.305,2.5,1.75,0.0,always_outbreak
0.5,0.305,3.0,1.125,,always_dieout
0.5,0.305,3.0,1.25,0.03125,crossed
0.5,0.305,3.0,1.3125,0.0,always_outbreak
0.5,0.305,3.0,1.375,0.0,always_outbreak
0.5,0.305,3.0,1.4375,0.0,always_outbreak
0.5,0.305,3.0,1.5,0.0,always_outbreak
0.5,0.305,3.0,1.75,0.0,always_outbreak
0.5,0.305,3.5,1.125,0.8630952380952381,crossed
0.5,0.305,3.5,1.25,0.0,always_outbreak
0.5,0.305,3.5,1.3125,0.0,always_outbreak
0.5,0.305,3.5,1.375,0.0,always_outbreak
0.5,0.305,3.5,1.4375,0.0,always_outbreak
0.5,0.305,3.5,1.5,0.0,always_outbreak
0.5,0.305,3.5,1.75,0.0,always_outbreak
0.5,0.305,4.0,1.125,0.5,crossed
0.5,0.305,4.0,1.25,0.0,always_outbreak
0.5,0.305,4.0,1.3125,0.0,always_outbreak
0.5,0.305,4.0,1.375,0.0,always_outbreak
0.5,0.305,4.0,1.4375,0.0,always_outbreak
0.5,0.305,4.0,1.5,0.0,always_outbreak
0.5,0.305,4.0,1.75,0.0,always_outbreak
0.5,0.305,4.5,1.125,0.1888888888888888,crossed
0.5,0.305,4.5,1.25,0.0,always_outbreak
0.5,0.305,4.5,1.3125,0.0,always_outbreak
0.5,0.305,4.5,1.375,0.0,always_outbreak
0.5,0.305,4.5,1.4375,0.0,always_outbreak
0.5,0.305,4.5,1.5,0.0,always_outbreak
0.5,0.305,4.5,1.75,0.0,always_outbreak
0.5,0.305,5.0,1.125,0.0,always_outbreak
0.5,0.305,5.0,1.25,0.0,always_outbreak
0.5,0.305,5.0,1.3125,0.0,always_outbreak
0.5,0.305,5.0,1.375,0.0,always_outbreak
0.5,0.305,5.0,1.4375,0.0,always_outbreak
0.5,0.305,5.0,1.5,0.0,always_outbreak
0.5,0.305,5.0,1.75,0.0,always_outbreak
0.5,0.305,5.5,1.125,0.0,always_outbreak
0.5,0.305,5.5,1.25,0.0,always_outbreak
0.5,0.305,5.5,1.3125,0.0,always_outbreak
0.5,0.305,5.5,1.375,0.0,always_outbreak
0.5,0.305,5.5,1.4375,0.0,always_outbreak
0.5,0.305,5.5,1.5,0.0,always_outbreak
0.5,0.305,5.5,1.75,0.0,always_outbreak
0.5,0.305,6.0,1.125,0.0,always_outbreak
0.5,0.305,6.0,1.25,0.0,always_outbreak
0.5,0.305,6.0,1.3125,0.0,always_outbreak
0.5,0.305,6.0,1.375,0.0,always_outbreak
0.5,0.305,6.0,1.4375,0.0,always_outbreak
0.5,0.305,6.0,1.5,0.0,always_outbreak
0.5,0.305,6.0,1.75,0.0,always_outbreak
0.615,0.415,2.5,1.125,,always_dieout
0.615,0.415,2.5,1.25,0.4805825242718446,crossed
0.615,0.415,2.5,1.3125,0.1926470588235294,crossed
0.615,0.415,2.5,1.375,0.0067567567567567,crossed
0.615,0.415,2.5,1.4375,0.0,always_outbreak
0.615,0.415,2.5,1.5,0.0,always_outbreak
0.615,0.415,2.5,1.75,0.0,always_outbreak
0.615,0.415,3.0,1.125,,always_dieout
0.615,0.415,3.0,1.25,0.1914893617021277,crossed
0.615,0.415,3.0,1.3125,0.0,always_outbreak
0.615,0.415,3.0,1.375,0.0,always_outbreak
0.615,0.415,3.0,1.4375,0.0,always_outbreak
0.615,0.415,3.0,1.5,0.0,always_outbreak
0.615,0.415,3.0,1.75,0.0,always_outbreak
0.615,0.415,3.5,1.125,,always_dieout
0.615,0.415,3.5,1.25,0.0,always_outbreak
0.615,0.415,3.5,1.3125,0.0,always_outbreak
0.615,0.415,3.5,1.375,0.0,always_outbreak
0.615,0.415,3.5,1.4375,0.0,always_outbreak
0.615,0.415,3.5,1.5,0.0,always_outbreak
0.615,0.415,3.5,1.75,0.0,always_outbreak
0.615,0.415,4.0,1.125,1.05,crossed
0.615,0.415,4.0,1.25,0.0,always_outbreak
0.615,0.415,4.0,1.3125,0.0,always_outbreak
0.615,0.415,4.0,1.375,0.0,always_outbreak
0.615,0.415,4.0,1.4375,0.0,always_outbreak
0.615,0.415,4.0,1.5,0.0,always_outbreak
0.615,0.415,4.0,1.75,0.0,always_outbreak
0.615,0.415,4.5,1.125,0.25,crossed
0.615,0.415,4.5,1.25,0.0,always_outbreak
0.615,0.415,4.5,1.3125,0.0,always_outbreak
0.615,0.415,4.5,1.375,0.0,always_outbreak
0.615,0.415,4.5,1.4375,0.0,always_outbreak
0.615,0.415,4.5,1.5,0.0,always_outbreak
0.615,0.415,4.5,1.75,0.0,always_outbreak
0.615,0.415,5.0,1.125,0.0,always_outbreak
0.615,0.415,5.0,1.25,0.0,always_outbreak
0.615,0.415,5.0,1.3125,0.0,always_outbreak
0.615,0.415,5.0,1.375,0.0,always_outbreak
0.615,0.415,5.0,1.4375,0.0,always_outbreak
0.615,0.415,5.0,1.5,0.0,always_outbreak
0.615,0.415,5.0,1.75,0.0,always_outbreak
0.615,0.415,5.5,1.125,0.0,always_outbreak
0.615,0.415,5.5,1.25,0.0,always_outbreak
0.615,0.415,5.5,1.3125,0.0,always_outbreak
0.615,0.415,5.5,1.375,0.0,always_outbreak
0.615,0.415,5.5,1.4375,0.0,always_outbreak
0.615,0.415,5.5,1.5,0.0,always_outbreak
0.615,0.415,5.5,1.75,0.0,always_outbreak
0.615,0.415,6.0,1.125,0.0,always_outbreak
0.615,0.415,6.0,1.25,0.0,always_outbreak
0.615,0.415,6.0,1.3125,0.0,always_outbreak
0.615,0.415,6.0,1.375,0.0,always_outbreak
0.615,0.415,6.0,1.4375,0.0,always_outbreak
0.615,0.415,6.0,1.5,0.0,always_outbreak
0.615,0.415,6.0,1.75,0.0,always_outbreak
0.84,0.44,2.5,1.125,,always_dieout
0.84,0.44,2.5,1.25,0.75,crossed
0.84,0.44,2.5,1.3125,0.1996951219512195,crossed
0.84,0.44,2.5,1.375,0.0119047619047619,crossed
0.84,0.44,2.5,1.4375,0.0,always_outbreak
0.84,0.44,2.5,1.5,0.0,always_outbreak
0.84,0.44,2.5,1.75,0.0,always_outbreak
0.84,0.44,3.0,1.125,,always_dieout
0.84,0.44,3.0,1.25,0.1836734693877551,crossed
0.84,0.44,3.0,1.3125,0.0,always_outbreak
0.84,0.44,3.0,1.375,0.0,always_outbreak
0.84,0.44,3.0,1.4375,0.0,always_outbreak
0.84,0.44,3.0,1.5,0.0,always_outbreak
0.84,0.44,3.0,1.75,0.0,always_outbreak
0.84,0.44,3.5,1.125,,always_dieout
0.84,0.44,3.5,1.25,0.0,always_outbreak
0.84,0.44,3.5,1.3125,0.0,always_outbreak
0.84,0.44,3.5,1.375,0.0,always_outbreak
0.84,0.44,3.5,1.4375,0.0,always_outbreak
0.84,0.44,3.5,1.5,0.0,always_outbreak
0.84,0.44,3.5,1.75,0.0,always_outbreak
0.84,0.44,4.0,1.125,1.15625,crossed
0.84,0.44,4.0,1.25,0.0,always_outbreak
0.84,0.44,4.0,1.3125,0.0,always_outbreak
0.84,0.44,4.0,1.375,0.0,always_outbreak
0.84,0.44,4.0,1.4375,0.0,always_outbreak
0.84,0.44,4.0,1.5,0.0,always_outbreak
0.84,0.44,4.0,1.75,0.0,always_outbreak
0.84,0.44,4.5,1.125,0.2840909090909091,crossed
0.84,0.44,4.5,1.25,0.0,always_outbreak
0.84,0.44,4.5,1.3125,0.0,always_outbreak
0.84,0.44,4.5,1.375,0.0,always_outbreak
0.84,0.44,4.5,1.4375,0.0,always_outbreak
0.84,0.44,4.5,1.5,0.0,always_outbreak
0.84,0.44,4.5,1.75,0.0,always_outbreak
0.84,0.44,5.0,1.125,0.0,always_outbreak
0.84,0.44,5.0,1.25,0.0,always_outbreak
0.84,0.44,5.0,1.3125,0.0,always_outbreak
0.84,0.44,5.0,1.375,0.0,always_outbreak
0.84,0.44,5.0,1.4375,0.0,always_outbreak
0.84,0.44,5.0,1.5,0.0,always_outbreak
0.84,0.44,5.0,1.75,0.0,always_outbreak
0.84,0.44,5.5,1.125,0.0,always_outbreak
0.84,0.44,5.5,1.25,0.0,always_outbreak
0.84,0.44,5.5,1.3125,0.0,always_outbreak
0.84,0.44,5.5,1.375,0.0,always_outbreak
0.84,0.44,5.5,1.4375,0.0,always_outbreak
0.84,0.44,5.5,1.5,0.0,always_outbreak
0.84,0.44,5.5,1.75,0.0,always_outbreak
0.84,0.44,6.0,1.125,0.0,always_outbreak
0.84,0.44,6.0,1.25,0.0,always_outbreak
0.84,0.44,6.0,1.3125,0.0,always_outbreak
0.84,0.44,6.0,1.375,0.0,always_outbreak
0.84,0.44,6.0,1.4375,0.0,always_outbreak
0.84,0.44,6.0,1.5,0.0,always_outbreak
0.84,0.44,6.0,1.75,0.0,always_outbreak
0.945,0.25,2.5,1.125,0.9390243902439024,crossed
0.945,0.25,2.5,1.25,0.179563492063492,crossed
0.945,0.25,2.5,1.3125,0.0766283524904214,crossed
0.945,0.25,2.5,1.375,0.0,always_outbreak
0.945,0.25,2.5,1.4375,0.0,always_outbreak
0.945,0.25,2.5,1.5,0.0,always_outbreak
0.945,0.25,2.5,1.75,0.0,always_outbreak
0.945,0.25,3.0,1.125,0.7837837837837838,crossed
0.945,0.25,3.0,1.25,0.09,crossed
0.945,0.25,3.0,1.3125,0.0,always_outbreak
0.945,0.25,3.0,1.375,0.0,always_outbreak
0.945,0.25,3.0,1.4375,0.0,always_outbreak
0.945,0.25,3.0,1.5,0.0,always_outbreak
0.945,0.25,3.0,1.75,0.0,always_outbreak
0.945,0.25,3.5,1.125,0.5681818181818182,crossed
0.945,0.25,3.5,1.25,0.0,always_outbreak
0.945,0.25,3.5,1.3125,0.0,always_outbreak
0.945,0.25,3.5,1.375,0.0,always_outbreak
0.945,0.25,3.5,1.4375,0.0,always_outbreak
0.945,0.25,3.5,1.5,0.0,always_outbreak
0.945,0.25,3.5,1.75,0.0,always_outbreak
0.945,0.25,4.0,1.125,0.3676470588235293,crossed
0.945,0.25,4.0,1.25,0.0,always_outbreak
0.945,0.25,4.0,1.3125,0.0,always_outbreak
0.945,0.25,4.0,1.375,0.0,always_outbreak
0.945,0.25,4.0,1.4375,0.0,always_outbreak
0.945,0.25,4.0,1.5,0.0,always_outbreak
0.945,0.25,4.0,1.75,0.0,always_outbreak
0.945,0.25,4.5,1.125,0.1440677966101694,crossed
0.945,0.25,4.5,1.25,0.0,always_outbreak
0.945,0.25,4.5,1.3125,0.0,always_outbreak
0.945,0.25,4.5,1.375,0.0,always_outbreak
0.945,0.25,4.5,1.4375,0.0,always_outbreak
0.945,0.25,4.5,1.5,0.0,always_outbreak
0.945,0.25,4.5,1.75,0.0,always_outbreak
0.945,0.25,5.0,1.125,0.0,always_outbreak
0.945,0.25,5.0,1.25,0.0,always_outbreak
0.945,0.25,5.0,1.3125,0.0,always_outbreak
0.945,0.25,5.0,1.375,0.0,always_outbreak
0.945,0.25,5.0,1.4375,0.0,always_outbreak
0.945,0.25,5.0,1.5,0.0,always_outbreak
0.945,0.25,5.0,1.75,0.0,always_outbreak
0.945,0.25,5.5,1.125,0.0,always_outbreak
0.945,0.25,5.5,1.25,0.0,always_outbreak
0.945,0.25,5.5,1.3125,0.0,always_outbreak
0.945,0.25,5.5,1.375,0.0,always_outbreak
0.945,0.25,5.5,1.4375,0.0,always_outbreak
0.945,0.25,5.5,1.5,0.0,always_outbreak
0.945,0.25,5.5,1.75,0.0,always_outbreak
0.945,0.25,6.0,1.125,0.0,always_outbreak
0.945,0.25,6.0,1.25,0.0,always_outbreak
0.945,0.25,6.0,1.3125,0.0,always_outbreak
0.945,0.25,6.0,1.375,0.0,always_outbreak
0.945,0.25,6.0,1.4375,0.0,always_outbreak
0.945,0.25,6.0,1.5,0.0,always_outbreak
0.945,0.25,6.0,1.75,0.0,always_outbreak
